Date,Item,Min
2026-07-16,The Watcher's Glowing Werewolf Paw,"135,000,000"
2026-07-16,The Watcher's Succubus Fang,"22,799,999"
2026-07-16,The Watcher's War Goddess Statue,"34,500,000"
2026-07-16,The Watcher's Werewolf Paw,"28,999,999"
2026-07-16,Thick Additive (Apprentice),"10,000"
2026-07-16,Thick Additive (Beginner),"10,204"
2026-07-16,Thick Additive (Journeyman),"17,000"
2026-07-16,Thick Additive (Professional),"3,333"
2026-07-16,Token of Quiet,"65,000,000"
2026-07-16,Tragic Enchant Scroll,"29,500,000"
2026-07-16,Transcendent Enchant Scroll,"11,164,999"
2026-07-16,Trial Enchant Scroll,"22,000,000"
2026-07-16,Truth Enchant Scroll,"500,000"
2026-07-16,Twilight Desert Source,"6,800"
2026-07-16,Twilight Erg Crystal,"35,191"
2026-07-16,Twisted Enchant Scroll,"15,000,000"
2026-07-16,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-07-16,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-07-16,Uaithne Advancement Stone: Hand Armor,"55,555,555"
2026-07-16,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-07-16,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-07-16,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-07-16,Uaithne Crystal,"17,000,000"
2026-07-16,Uaithne Fragment: Auxiliary Equipment,"2,400,000"
2026-07-16,Uaithne Fragment: Chest Armor,"2,899,999"
2026-07-16,Uaithne Fragment: Feet Armor,"2,370,000"
2026-07-16,Uaithne Fragment: Hand Armor,"2,338,436"
2026-07-16,Uaithne Fragment: Head Armor,"2,350,000"
2026-07-16,Uaithne Fragment: Leg Armor,"2,200,000"
2026-07-16,Uaithne Fragment: The Cursed Belt,"5,500,000"
2026-07-16,Uaithne Fragment: The Sun's Wish,"4,998,000"
2026-07-16,Uaithne Fragment: Token of Quiet,"6,000,000"
2026-07-16,Uaithne Fragment: Token of Silence,"6,999,999"
2026-07-16,Uaithne Fragment: Weapon,"2,887,540"
2026-07-16,Uaithne Remnant,"1,790"
2026-07-16,Unknowable Power: Fragments,"119,999"
2026-07-16,Unrelenting Uaithne Crystal,"620,000"
2026-07-16,Unstable Enhancement Rune,"6,799,996"
2026-07-16,Uscias' Essence,"2,990,000"
2026-07-16,Usurper's Rhod Compass,"9,000,000"
2026-07-16,Usurper's Rusty Rhod Compass,"4,570,000"
2026-07-16,Usurper's Shiny Rhod Compass,"11,000,000"
2026-07-16,Vehement Enchant Scroll,"1,000,000"
2026-07-16,Veiled Enchant Scroll,"14,896,408"
2026-07-16,Victorious Enchant Scroll,"10,000,000"
2026-07-16,Waking Stone: Breakoff DMG +8%,999
2026-07-16,Waking Stone: Cooldown (4 sec),"1,195"
2026-07-16,Waking Stone: Cooldown (5 sec),"45,555"
2026-07-16,Waking Stone: Damage Boost (10%),"1,777,777"
2026-07-16,Waking Stone: Damage Boost (12%),"250,000,000"
2026-07-16,Waking Stone: Damage Boost (8%),"1,000"
2026-07-16,Waking Stone: Efficient SP (60),999
2026-07-16,Waking Stone: Efficient SP (70),"77,776"
2026-07-16,Waking Stone: Efficient Stamina (5),"45,000"
2026-07-16,Waking Stone: Efficient SP (80),"7,000,000"
2026-07-16,Waking Stone: Efficient Stamina (4),300
2026-07-16,Waking Stone: Major Cooldown (20 sec),"1,299"
2026-07-16,Waking Stone: Major Cooldown (22 sec),"45,555"
2026-07-16,Water Erg Crystal,"8,388"
2026-07-16,Wave Enchant Scroll,"30,500,000"
2026-07-16,Weeping Enchant Scroll,"1,500,000"
2026-07-16,Well-Balanced Enchant Scroll,"2,222,222"
2026-07-16,White Kitty Brooch,"799,210"
2026-07-16,White Kitty Necklace,"150,000"
2026-07-16,Wish Enchant Scroll,"800,000"
2026-07-16,Withered Enchant Scroll,"16,000,000"
2026-07-16,Yellow Pigment (Apprentice),"9,993"
2026-07-16,Yellow Pigment (Beginner),"10,000"
2026-07-16,Yellow Pigment (Journeyman),"10,000"
2026-07-16,Yellow Pigment (Professional),"4,000"
2026-07-22,Abomination's Essence: Chest Armor,"222,800"
2026-07-22,Abomination's Essence: Grand Targe,"222,800"
2026-07-22,Abomination's Essence: Hand Armor,"200,000"
2026-07-22,Abomination's Essence: Large Shield,"222,800"
2026-07-22,Abyssal Shard Grade 2,"499,000"
2026-07-22,Abyssal Shard Grade 3,"2,100,000"
2026-07-22,Advent Enchant Scroll,"15,555,555"
2026-07-22,Adversarial Enchant Scroll,"25,999,899"
2026-07-22,Airtight Exquisite Enchant Rune,"119,999,000"
2026-07-22,Airtight Extraction Rune 1x,"54,420,420"
2026-07-22,Amplified Enchant Scroll,"27,777,777"
2026-07-22,Ancient Element Shard,"24,999"
2026-07-22,Ancient Elemental Accessory Shard,"10,888"
2026-07-22,Ancient Elemental Armor Shard,"6,795"
2026-07-22,Ancient Elemental Cloth Bundle,"6,523"
2026-07-22,Ancient Elemental Weapon Shard,"7,461"
2026-07-22,Ancient Enchant Scroll,"4,500,000"
2026-07-22,Ancient Erg Crystal,"7,700"
2026-07-22,Ancient Spirit Magic Powder,"49,000"
2026-07-22,Ardor Enchant Scroll,"50,000"
2026-07-22,Ardri's Essence,"800,000"
2026-07-22,Ardri's Essence: Chest Armor,"1,000,000"
2026-07-22,Ardri's Essence: Feet Armor,"2,999,800"
2026-07-22,Ardri's Essence: Hand Armor,"1,800,000"
2026-07-22,Ardri's Essence: Head Armor,"1,800,000"
2026-07-22,Ardri's Essence: Leg Armor,"1,000,000"
2026-07-22,Ardri's Essence: Weapon,"1,200,000"
2026-07-22,Armadillo Enchant Scroll,"1,250,000"
2026-07-22,Artisan's Refined Flask,"13,000"
2026-07-22,Artisan's Sturdy Flask,"31,000"
2026-07-22,Astera's Essence: Chest Armor,"150,000"
2026-07-22,Astera's Essence: Feet Armor,"2,999,800"
2026-07-22,Astera's Essence: Head Armor,"1,000,000"
2026-07-22,Astera's Essence: Weapon,"211,800"
2026-07-22,Barrier Enchant Scroll,"555,500"
2026-07-22,Blessed Magic Elixir,"44,601"
2026-07-22,Blessed Magic Powder,498
2026-07-22,Blue Kitty Brooch,"1,500,000"
2026-07-22,Blue Kitty Necklace,"500,000"
2026-07-22,Blue Pigment (Apprentice),"29,200"
2026-07-22,Blue Pigment (Beginner),"8,770"
2026-07-22,Blue Pigment (Jlourneyman),"11,500"
2026-07-22,Blue Pigment (Professional),"7,779"
2026-07-22,Bountiful Enchant Scroll,"40,000,000"
2026-07-22,Bracelet Diamond,"1,000"
2026-07-22,Bracelet Emerald,500
2026-07-22,Bracelet Ruby,900
2026-07-22,Bracelet Sapphire,800
2026-07-22,Braha's Essence: Grand Targe,"200,000"
2026-07-22,Brave Enchant Scroll,"5,000"
2026-07-22,Bres's Moonlight Essence,"6,300,000"
2026-07-22,Bres's Shadow Essence,"5,000,000"
2026-07-22,Brilliant Kitty Necklace,"29,749,999"
2026-07-22,Brutal Enchant Scroll,"1,400,000"
2026-07-22,Calm Enchant Scroll,"111,500"
2026-07-22,Capture Enchant Scroll,"99,999"
2026-07-22,Chaotic Enchant Scroll,"1,799,999"
2026-07-22,Charging Enchant Scroll,"5,000,000"
2026-07-22,Chaser's Enchant Scroll,"6,300,000"
2026-07-22,Clash Enchant Scroll,"6,999,999"
2026-07-22,Clear Additive (Apprentice),"10,000"
2026-07-22,Clear Additive (Beginner),"10,000"
2026-07-22,Clear Additive (Journeyman),"4,900"
2026-07-22,Clear Additive (Professional),"5,555"
2026-07-22,Cloth,"6,000"
2026-07-22,Complete Bracelet Diamond,"9,750,000"
2026-07-22,Complete Bracelet Emerald,"7,416,740"
2026-07-22,Complete Bracelet Ruby,"6,500,000"
2026-07-22,Complete Bracelet Sapphire,"9,000,000"
2026-07-22,Concentrated Enchant Scroll,"1,234,567"
2026-07-22,Concerted Enchant Scroll,"999,999"
2026-07-22,Consume Enchant Scroll,"7,000,000"
2026-07-22,Conviction Enchant Scroll,"211,500"
2026-07-22,Cool Enchant Scroll,"4,939,437"
2026-07-22,Copper Bracelet,"34,999"
2026-07-22,Copper Ore,500
2026-07-22,Crescent Moon Announcement,"78,000"
2026-07-22,Crescent Moon Island Power Crystal,"3,000"
2026-07-22,Cyclical Enchant Scroll,"8,876,500"
2026-07-22,Damascus Steel,"14,899"
2026-07-22,Dash Enchant Scroll,"655,500"
2026-07-22,Decisive Enchant Scroll,"5,000"
2026-07-22,Destructive Enchant Scroll,"4,400,000"
2026-07-22,Dignified Enchant Scroll,"1,000,000"
2026-07-22,Dullahan's Essence: Chest Armor,"211,800"
2026-07-22,Dullahan's Essence: Feet Armor,"200,000"
2026-07-22,Dullahan's Essence: Grand Targe,"211,800"
2026-07-22,Dullahan's Essence: Hand Armor,"222,000"
2026-07-22,Dullahan's Essence: Large Shield,"222,800"
2026-07-22,Dullahan's Essence: Leg Armor,"211,800"
2026-07-22,Dullahan's Essence: Shield,"211,800"
2026-07-22,Echoing Enchant Scroll,"20,000"
2026-07-22,Element Shard,"2,995"
2026-07-22,Element Stone,"5,090"
2026-07-22,Element Stone Catalyst,"14,999"
2026-07-22,Elemental Armor Shard,"4,700"
2026-07-22,Elemental Cloth Bundle,"5,000"
2026-07-22,Elemental Weapon Shard,"2,500"
2026-07-22,Emmett's Essence,"5,500,000"
2026-07-22,Empowered Stone,"3,900"
2026-07-22,Emptiness Erg Crystal,"9,500"
2026-07-22,Enchant Scroll Scrap: Advance,"1,500,000"
2026-07-22,Enchant Scroll Scrap: Advent,"10,777,776"
2026-07-22,Enchant Scroll Scrap: Adversarial,"15,555,555"
2026-07-22,Enchant Scroll Scrap: Amplified,"15,000,000"
2026-07-22,Enchant Scroll Scrap: Ancient,"3,300,000"
2026-07-22,Enchant Scroll Scrap: Bountiful,"21,969,696"
2026-07-22,Enchant Scroll Scrap: Brutal,"1,480,000"
2026-07-22,Enchant Scroll Scrap: Charge,"5,000,000"
2026-07-22,Enchant Scroll Scrap: Chaser's,"1,444,444"
2026-07-22,Enchant Scroll Scrap: Clash,"4,269,999"
2026-07-22,Enchant Scroll Scrap: Concentrated,"3,900,000"
2026-07-22,Enchant Scroll Scrap: Cool,"1,270,000"
2026-07-22,Enchant Scroll Scrap: Cyclical,"5,300,000"
2026-07-22,Enchant Scroll Scrap: Destructive,"1,555,555"
2026-07-22,Enchant Scroll Scrap: Dignified,"1,788,100"
2026-07-22,Enchant Scroll Scrap: Enmity,"3,555,100"
2026-07-22,Enchant Scroll Scrap: Escalating,"17,000,000"
2026-07-22,Enchant Scroll Scrap: Eternal,"14,000,000"
2026-07-22,Enchant Scroll Scrap: Executing,"41,111,111"
2026-07-22,Enchant Scroll Scrap: Fading,"2,555,100"
2026-07-22,Enchant Scroll Scrap: Fate,"165,000,000"
2026-07-22,Enchant Scroll Scrap: Fighting Spirit,"13,333,333"
2026-07-22,Enchant Scroll Scrap: Forgotten,"2,999,999"
2026-07-22,Enchant Scroll Scrap: Frenzy,"1,799,999"
2026-07-22,Enchant Scroll Scrap: Hollow,"18,000,000"
2026-07-22,Enchant Scroll Scrap: Impaling,"1,888,100"
2026-07-22,Enchant Scroll Scrap: Indomitable,"7,399,999"
2026-07-22,Enchant Scroll Scrap: Instant,"10,000,000"
2026-07-22,Enchant Scroll Scrap: Irate,"8,999,999"
2026-07-22,Enchant Scroll Scrap: Lament,"3,000,000"
2026-07-22,Enchant Scroll Scrap: Madness,"3,999,999"
2026-07-22,Enchant Scroll Scrap: Mystic,"43,000,100"
2026-07-22,Enchant Scroll Scrap: Petrify,"999,999"
2026-07-22,Enchant Scroll Scrap: Praise,"21,999,999"
2026-07-22,Enchant Scroll Scrap: Prophetic,"4,900,000"
2026-07-22,Enchant Scroll Scrap: Raging,"2,000,000"
2026-07-22,Enchant Scroll Scrap: Reflection,"21,000,000"
2026-07-22,Enchant Scroll Scrap: Shrewd,"3,400,000"
2026-07-22,Enchant Scroll Scrap: Solitude,"12,500,000"
2026-07-22,Enchant Scroll Scrap: Sorrowful,"1,500,000"
2026-07-22,Enchant Scroll Scrap: Soul,"100,000"
2026-07-22,Enchant Scroll Scrap: Steeping,"45,000,000"
2026-07-22,Enchant Scroll Scrap: Stern,"4,769,696"
2026-07-22,Enchant Scroll Scrap: Stylish,"7,943,100"
2026-07-22,Enchant Scroll Scrap: Subdued,"5,555,555"
2026-07-22,Enchant Scroll Scrap: Tempestuous,"19,800,000"
2026-07-22,Enchant Scroll Scrap: Tragic,"18,999,999"
2026-07-22,Enchant Scroll Scrap: Transcendent,"7,999,999"
2026-07-22,Enchant Scroll Scrap: Trial,"14,444,444"
2026-07-22,Enchant Scroll Scrap: Vehement,"1,250,000"
2026-07-22,Enchant Scroll Scrap: Veiled,"14,444,444"
2026-07-22,Enchant Scroll Scrap: Victorious,"7,000,000"
2026-07-22,Enchant Scroll Scrap: Wandering,"53,899,999"
2026-07-22,Enchant Scroll Scrap: Wave,"19,999,990"
2026-07-22,Enchant Scroll Scrap: Withered,"17,000,000"
2026-07-22,Enhanced New Era Cloth,"58,990"
2026-07-22,Enhanced New Era Leather,"36,000"
2026-07-22,Enhanced New Era Orb,"20,000"
2026-07-22,Enhanced New Era Ore,"64,960"
2026-07-22,Enhancement Elixir,"2,893"
2026-07-22,Enmity Enchant Scroll,"5,000,000"
2026-07-22,Enok's Essence,"1,000,000"
2026-07-22,Enthusiastic Enchant Scroll,"199,999"
2026-07-22,Eriu Advancement Stone: Head Armor,"66,666,666"
2026-07-22,Eriu Advancement Stone: Leg Armor,"66,666,666"
2026-07-22,Eriu Advancement Stone: Weapon,"49,999,999"
2026-07-22,Eriu Book,"77,777,777"
2026-07-22,Eriu Fragment: Auxiliary Equipment,"8,500,000"
2026-07-22,Eriu Fragment: Chest Armor,"3,311,111"
2026-07-22,Eriu Fragment: Head Armor,"2,238,011"
2026-07-22,Eriu Fragment: Leg Armor,"2,393,000"
2026-07-22,Eriu Fragment: Roots of Abundance,"17,800,000"
2026-07-22,Eriu Fragment: Starlight Belt,"6,400,000"
2026-07-22,Eriu Fragment: Yoke of Mortality,"19,888,887"
2026-07-22,Escalating Enchant Scroll,"29,999,999"
2026-07-22,Esras' Essence,"110,000,000"
2026-07-22,Eternal Enchant Scroll,"17,000,000"
2026-07-22,Eternal Legacy,"45,000"
2026-07-22,Eternity Erg Crystal,"15,579"
2026-07-22,Executing Enchant Scroll,"66,444,444"
2026-07-22,Exquisite Cloth,"19,000"
2026-07-22,Exquisite HP Potion,"22,220"
2026-07-22,Exquisite Iron Ore,300
2026-07-22,Fading Enchant Scroll,"4,750,000"
2026-07-22,Fallen One's Rhod Compass,"60,000,000"
2026-07-22,Fallen One's Rusty Rhod Compass,"31,799,000"
2026-07-22,Fallen One's Shiny Rhod Compass,"125,000,000"
2026-07-22,Fate Enchant Scroll,"500,000,000"
2026-07-22,Fighting Belt,"16,228,225"
2026-07-22,Fine Bracelet Diamond,"88,813"
2026-07-22,Fine Bracelet Emerald,"126,431"
2026-07-22,Fine Bracelet Ruby,"67,000"
2026-07-22,Fine Bracelet Sapphire,"40,025"
2026-07-22,Fine Cloth,795
2026-07-22,Fine Fobellow Tin,"5,550"
2026-07-22,Fine HP Potion,"3,200"
2026-07-22,Fine Iron Ore,"9,000"
2026-07-22,Fire Spirit Remnant,770
2026-07-22,Flask of Niflheim,"1,999,999"
2026-07-22,Fleet Enchant Scroll,"100,400"
2026-07-22,Forgotten Enchant Scroll,"2,700,000"
2026-07-22,Fragrant Additive (Apprentice),"15,000"
2026-07-22,Fragrant Additive (Beginner),"10,000"
2026-07-22,Fragrant Additive (Journeyman),"9,999"
2026-07-22,Fragrant Additive (Professional),990
2026-07-22,Frenzy Enchant Scroll,"1,590,500"
2026-07-22,Godly Cloth,"10,000"
2026-07-22,Godly Iron Ore,837
2026-07-22,Goibhniu's Enhancement Stone,"2,777,777"
2026-07-22,Goibhniu's Stone+,"5,973,438"
2026-07-22,Gold Bracelet,"21,000,000"
2026-07-22,Gray Twilight Brooch,"18,000,000"
2026-07-22,Greater Bronze Lion Statue,"500,000"
2026-07-22,Greater Mysterious Cat Statue,"950,000"
2026-07-22,Greater Succubus Fang,"199,999"
2026-07-22,Greater War Goddess Statue,"400,000"
2026-07-22,Heartless Enchant Scroll,"250,000"
2026-07-22,Heavenly Leather,"7,000"
2026-07-22,Hoarfrost Hollow Erg Crystal,"11,500"
2026-07-22,Hollow Enchant Scroll,"40,000,000"
2026-07-22,Impaling Enchant Scroll,"1,500,000"
2026-07-22,Indomitable Enchant Scroll,"15,800,000"
2026-07-22,Infinite Enchant Scroll,"2,222,500"
2026-07-22,Inherited Power: Fragments,"9,967"
2026-07-22,Instant Enchant Scroll,"23,900,000"
2026-07-22,Intermediate Element Stone,"329,990"
2026-07-22,Irate Enchant Scroll,"5,999,999"
2026-07-22,Iron Ore,"14,406"
2026-07-22,Jardin Steel,"39,980"
2026-07-22,Jarnir's Essence,"4,990,000"
2026-07-22,Keen Eriu Crystal,"890,000"
2026-07-22,Keen Uaithne Crystal,"2,459,618"
2026-07-22,Kitty Brooch,"999,999"
2026-07-22,Kitty Necklace,"41,500"
2026-07-22,Lambent Powder,"4,994"
2026-07-22,Lament Enchant Scroll,"500,000"
2026-07-22,Leopard's Enchant Scroll,"1,000,000"
2026-07-22,Life Erg Crystal,"5,300"
2026-07-22,Life Spirit Remnant,"10,486"
2026-07-22,Light Erg Crystal,"21,000"
2026-07-22,Lightweight Eriu Crystal,"775,000"
2026-07-22,Lightweight Legacy Shard,"400,000"
2026-07-22,Lightweight Legendary Chunk,"222,800"
2026-07-22,Lightweight Legendary Ore,"349,978"
2026-07-22,Lightweight Succession Ore,"550,000"
2026-07-22,Lightweight Uaithne Crystal,"8,888,888"
2026-07-22,Lord's Glowing Obsidian Bracelet,"625,000,000"
2026-07-22,Lord's Obsidian Bracelet,"381,000,000"
2026-07-22,Lord's Rusty Obsidian Bracelet,"313,000,000"
2026-07-22,Lucian's Essence,"5,989,846"
2026-07-22,Madness Enchant Scroll,"6,400,000"
2026-07-22,Magic Elixir,"39,800"
2026-07-22,Magic Elixir of Life,"8,000"
2026-07-22,Magic Powder,"10,054"
2026-07-22,Magic Stone,"1,400"
2026-07-22,Mana Dust,999
2026-07-22,Mana Reformer,499
2026-07-22,Meaningful Enchant Scroll,"1,249,000"
2026-07-22,Meditating Enchant Scroll,"1,444"
2026-07-22,Milletian's Essence: Chest Armor,"800,000"
2026-07-22,Milletian's Essence: Feet Armor,"2,999,800"
2026-07-22,Milo's Essence,"1,000,000"
2026-07-22,Misty Summit Source,"12,300"
2026-07-22,Morgant's Essence,"2,647,021"
2026-07-22,Mysterious Shard Grade 1,"54,000"
2026-07-22,Mysterious Shard Grade 2,"193,000"
2026-07-22,Mysterious Shard Grade 3,"800,000"
2026-07-22,Mystic Enchant Scroll,"81,200,000"
2026-07-22,New Era Cloth,"31,000"
2026-07-22,New Era Leather,"28,457"
2026-07-22,New Era Orb,"3,898"
2026-07-22,New Era Ore,"5,350"
2026-07-22,New Era Remnant,20
2026-07-22,New Era Stone,"7,742"
2026-07-22,Obsidian Kitty Necklace,"125,000,000"
2026-07-22,Orb,"7,506"
2026-07-22,Orna's Essence,"1,111,111"
2026-07-22,Orna's Essence: Chest Armor,"1,450,000"
2026-07-22,Orna's Essence: Feet Armor,"1,435,708"
2026-07-22,Orna's Essence: Hand Armor,"1,699,999"
2026-07-22,Orna's Essence: Head Armor,"1,499,998"
2026-07-22,Orna's Essence: Leg Armor,"1,527,521"
2026-07-22,Outburst Enchant Scroll,"999,500"
2026-07-22,Paradise Orb,"2,788"
2026-07-22,Paradise Stone,"15,000"
2026-07-22,Passion Enchant Scroll,"2,000,000"
2026-07-22,Peaceful Enchant Scroll,"1,350,000"
2026-07-22,Perfect Eriu Crystal,"6,300,000"
2026-07-22,Perfect Legacy Shard,"2,900,000"
2026-07-22,Perfect Legendary Chunk,"222,800"
2026-07-22,Perfect Succession Ore,"1,246,969"
2026-07-22,Perfect Uaithne Crystal,"2,408,469"
2026-07-22,Petrify Enchant Scroll,500
2026-07-22,Prairie Erg Crystal,"11,111"
2026-07-22,Praise Enchant Scroll,"42,000,000"
2026-07-22,Prophetic Enchant Scroll,"9,799,999"
2026-07-22,Quiet Enchant Scroll,500
2026-07-22,Rage Erg Crystal,"7,882"
2026-07-22,Raging Enchant Scroll,"3,200,000"
2026-07-22,Red Kitty Necklace,"1,888,888"
2026-07-22,Red Moon Brooch,"5,000,000"
2026-07-22,Red Pigment (Apprentice),"7,600"
2026-07-22,Red Pigment (Beginner),"9,500"
2026-07-22,Red Pigment (Journeyman),"5,900"
2026-07-22,Red Pigment (Professional),"8,735"
2026-07-22,Reflection Enchant Scroll,"29,000,000"
2026-07-22,Regina's Feather: Head Armor,"200,000"
2026-07-22,Regina's Feather: Large Shield,"211,800"
2026-07-22,Resolved Enchant Scroll,"999,999"
2026-07-22,Revenge Enchant Scroll,"35,000,000"
2026-07-22,Robust Eriu Crystal,"2,200,000"
2026-07-22,Robust Uaithne Crystal,"998,888"
2026-07-22,Roots of Abundance,"75,000,000"
2026-07-22,Ruins Erg Crystal,"10,000"
2026-07-22,Sacred Erg Crystal,"2,000"
2026-07-22,Sanctuary Earrings,"14,999,999"
2026-07-22,Sealed Enchant Scroll,"150,000"
2026-07-22,Sealed Power: Fragments,"36,443"
2026-07-22,Semias' Essence,"2,999,999"
2026-07-22,Seraphic Feathers Brooch,"10,800,000"
2026-07-22,Ship Graveyard Power Crystal,"52,999"
2026-07-22,Shrewd Enchant Scroll,"2,000,000"
2026-07-22,Shrouded Moonlight,"14,444,444"
2026-07-22,Significant Enchant Scroll,"1,500,000"
2026-07-22,Silence Erg Crystal,"24,000"
2026-07-22,Silver Bracelet,"330,000"
2026-07-22,Silver Ore,890
2026-07-22,Smooth Eriu Crystal,"1,706,633"
2026-07-22,Smooth Legacy Shard,"1,500,000"
2026-07-22,Smooth Legendary Chunk,"211,800"
2026-07-22,Smooth Legendary Ore,"211,800"
2026-07-22,Smooth Legendary Shard,"210,000"
2026-07-22,Smooth Succession Ore,"210,000"
2026-07-22,Smooth Succession Shard,"211,800"
2026-07-22,Smooth Uaithne Crystal,"395,194"
2026-07-22,Solid Eriu Crystal,"950,000"
2026-07-22,Solid Legacy Shard,"1,300,000"
2026-07-22,Solid Legendary Chunk,"222,800"
2026-07-22,Solid Legendary Ore,"211,800"
2026-07-22,Solid Legendary Shard,"800,900"
2026-07-22,Solid Succession Ore,"950,000"
2026-07-22,Solid Uaithne Crystal,"699,999"
2026-07-22,Solitude Enchant Scroll,"25,000,000"
2026-07-22,Sorrowful Enchant Scroll,"5,400,000"
2026-07-22,Soul Enchant Scroll,"55,555"
2026-07-22,Space Time Enchant Scroll,"60,000"
2026-07-22,Special Dungeon: Enchant Pouch,"10,098,618"
2026-07-22,Spinos' Essence,"12,400,000"
2026-07-22,Spirit Magic Powder,"8,500"
2026-07-22,Spirit Remnant,"1,000"
2026-07-22,Spirit Water,450
2026-07-22,Sreng's Essence,"20,000,000"
2026-07-22,Stable Eriu Crystal,"1,998,880"
2026-07-22,Stable Legacy Shard,"600,000"
2026-07-22,Stable Legendary Chunk,"222,800"
2026-07-22,Stable Succession Ore,"280,000"
2026-07-22,Stable Uaithne Crystal,"2,950,000"
2026-07-22,Starlight Belt,"75,000,000"
2026-07-22,Steeping Enchant Scroll,"67,800,000"
2026-07-22,Stern Enchant Scroll,"3,000,000"
2026-07-22,Stylish Enchant Scroll,"9,488,888"
2026-07-22,Superior Bracelet Diamond,"4,000,000"
2026-07-22,Superior Bracelet Emerald,"3,500,000"
2026-07-22,Superior Bracelet Ruby,"3,750,000"
2026-07-22,Superior Bracelet Sapphire,"2,500,000"
2026-07-22,Superior Cloth,975
2026-07-22,Superior Element Stone,"700,000"
2026-07-22,Superior Enhancement Elixir,"114,000"
2026-07-22,Superior HP Potion,"9,000"
2026-07-22,Superior Iron Ore,"6,000"
2026-07-22,Tarian Steel,"2,800,000"
2026-07-22,Tempestuous Enchant Scroll,"25,679,626"
2026-07-22,Temporal Enchant Scroll,"20,000"
2026-07-22,Terminus Sentinel Essence: Chest Armor,"1,000,000"
2026-07-22,Terminus Sentinel Essence: Shield,"200,000"
2026-07-22,Terra Spirit Remnant,700
2026-07-22,The Book of Orna,"17,000,000"
2026-07-22,The Book of Uaithne,"65,000,000"
2026-07-22,The Cursed Belt,"65,000,000"
2026-07-22,The Dead Enchant Scroll,"444,444"
2026-07-22,The Watcher's Glowing Mysterious Cat Statue,"85,000,000"
2026-07-22,The Watcher's Glowing Succubus Fang,"80,000,000"
2026-07-22,The Watcher's Glowing War Goddess Statue,"82,222,222"
2026-07-22,The Watcher's Glowing Werewolf Paw,"199,999,999"
2026-07-22,The Watcher's Mysterious Cat Statue,"23,000,000"
2026-07-22,The Watcher's Rusty Mysterious Cat Statue,"3,700,000"
2026-07-22,The Watcher's Rusty Succubus Fang,"8,888,888"
2026-07-22,The Watcher's Rusty War Goddess Statue,"4,500,000"
2026-07-22,The Watcher's Rusty Werewolf Paw,"14,444,444"
2026-07-22,The Watcher's Succubus Fang,"38,888,888"
2026-07-22,The Watcher's War Goddess Statue,"35,000,000"
2026-07-22,The Watcher's Werewolf Paw,"45,000,000"
2026-07-22,Thick Additive (Apprentice),"21,000"
2026-07-22,Thick Additive (Beginner),"10,000"
2026-07-22,Thick Additive (Journeyman),"7,128"
2026-07-22,Thick Additive (Professional),"3,333"
2026-07-22,Tragic Enchant Scroll,"27,000,000"
2026-07-22,Transcendent Enchant Scroll,"10,885,472"
2026-07-22,Trial Enchant Scroll,"18,000,000"
2026-07-22,Truth Enchant Scroll,"500,000"
2026-07-22,Twilight Desert Source,"5,200"
2026-07-22,Twilight Erg Crystal,"7,191"
2026-07-22,Twisted Enchant Scroll,"12,999,999"
2026-07-22,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-07-22,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-07-22,Uaithne Advancement Stone: Hand Armor,"55,555,555"
2026-07-22,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-07-22,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-07-22,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-07-22,Uaithne Crystal,"16,799,998"
2026-07-22,Uaithne Fragment: Auxiliary Equipment,"499,999"
2026-07-22,Uaithne Fragment: Chest Armor,"3,415,178"
2026-07-22,Uaithne Fragment: Feet Armor,"3,300,000"
2026-07-22,Uaithne Fragment: Hand Armor,"3,400,000"
2026-07-22,Uaithne Fragment: Head Armor,"2,528,707"
2026-07-22,Uaithne Fragment: Leg Armor,"3,199,999"
2026-07-22,Uaithne Fragment: The Cursed Belt,"5,000,000"
2026-07-22,Uaithne Fragment: The Sun's Wish,"6,999,999"
2026-07-22,Uaithne Fragment: Token of Quiet,"6,000,000"
2026-07-22,Uaithne Fragment: Token of Silence,"5,700,000"
2026-07-22,Uaithne Remnant,"1,768"
2026-07-22,Unknowable Power: Fragments,"215,000"
2026-07-22,Unrelenting Eriu Crystal,"3,095,651"
2026-07-22,Unrelenting Uaithne Crystal,"892,914"
2026-07-22,Unstable Enhancement Rune,"7,600,000"
2026-07-22,Uscias' Essence,"3,199,999"
2026-07-22,Usurper's Rhod Compass,"9,000,000"
2026-07-22,Usurper's Rusty Rhod Compass,"4,000,000"
2026-07-22,Usurper's Shiny Rhod Compass,"18,696,969"
2026-07-22,Vehement Enchant Scroll,"499,999"
2026-07-22,Veiled Enchant Scroll,"30,000,000"
2026-07-22,Victorious Enchant Scroll,"13,800,000"
2026-07-22,Waking Stone: Breakoff DMG +8%,399
2026-07-22,Waking Stone: Cooldown (4 sec),400
2026-07-22,Waking Stone: Cooldown (5 sec),"44,470"
